what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1332153321932
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1332153321941
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332153323021
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332153329278
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332153331341
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332153511245
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332153514245
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332154167897
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332154176598
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332154552696
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332154552760
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1332154559579
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332154559878
opened,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332154564299
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332154564368
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332154564428
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1332154566327
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332154567460
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332154604896
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1332154614204
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332154615234
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332154625560
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332154633390
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332154651549
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332154663193
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332154663254
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332154663447
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332154690074
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332154702430
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332155689689
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332155695063
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332155697847
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332155729361
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332155734147
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332155876474
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332155876538
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332155880110
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332155884247
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332155893009
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332155901933
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332155902026
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332155902138
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332155904540
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332155911707
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332155913324
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332155919543
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1332155920640
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1332155922382
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1332155922568
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332155924744
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332155930376
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332155930837
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332155931007
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332155932124
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1332155934795
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332155935928
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332155937698
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332155938491
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332155939661
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1332155941945
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332155951634
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332155953588
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332155953754
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332155956264
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332155958699
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332155982987
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332155985843
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156005248
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332156005306
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332156005469
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156007933
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156010289
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156045181
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156048160
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1332156051121
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332156054546
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332156058489
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156090444
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156092953
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156095892
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156101832
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332156101889
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332156102131
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332156107636
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332156121423
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156122805
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156163224
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332156163286
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156171157
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156174325
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1332156174336
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156190688
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156217506
error,log,,,"Resource is out of sync with the file system: '/MyManager/site/model/mymanager.php'.",1332156217828
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1332156219698
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332156219717
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1332156225554
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332156228550
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1332064733287
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1332064733292
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1332064734537
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1332064734542
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332064735955
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1332064735960
activated,view,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.ui.explorer",1332064758835
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332064760408
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332064760491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332064766947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332064772268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332064824847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332064847024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332064856896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332065012840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332065021812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332065026419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1332065031942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332065061969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332065081104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332065084180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332157350945
activated,view,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.ui.explorer",1332157370484
error,log,,,"Resource is out of sync with the file system: '/MyManager/MyManager.xml'.",1332157373940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332157376997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332157388405
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332157394526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332157398883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332206495260
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1332206541108
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332206543791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332206549735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332206549892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332206550699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332206552621
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1332206557977
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332206558709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332206567199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332206631658
activated,view,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.ui.explorer",1332206634152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332206652806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332206655591
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1332206655602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332206663111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332206983533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332206986201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332206988193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207040706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207054760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207060342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207086308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207093680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207100347
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.moveResources",1332207100378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207111683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207115233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207123558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207136841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207145770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207156362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207156478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207164457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207170146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207299242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207299467
error,log,,,"Resource is out of sync with the file system: '/MyManager/admin/sql/updates/mysql/0.0.6.sql'.",1332207307501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207307523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207307586
error,log,,,"Resource is out of sync with the file system: '/MyManager/admin/sql/install.mysql.utf8.sql'.",1332207331312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207331439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207331709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207348525
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332207348781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207355810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207365636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1332207382425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332207383872
activated,view,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.ui.explorer",1332207403776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207410281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207422508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207422591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207461939
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332207533644
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332207533767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207537309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207544464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1332207550075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207552290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207552545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207552649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207552714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207552796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207552878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207552961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207553048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207553132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207553289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207553300
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207553391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207553466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332207553549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332207631620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332207661497
activated,view,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.ui.explorer",1332207666947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207676277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207702755
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332207702852
activated,view,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.ui.explorer",1332207709459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207723462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207729624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207735391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207739278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207744837
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332207749465
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332207750085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207750290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207825600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207831312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1332207833696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207849834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1332207849961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207852278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332207910541
activated,view,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.ui.explorer",1332207914920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207916093
error,log,,,"Resource is out of sync with the file system: '/MyManager/admin/sql/install.mysql.utf8.sql'.",1332207920194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207920307
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332207920490
error,log,,,"Resource is out of sync with the file system: '/MyManager/admin/sql/install.mysql.utf8.sql'.",1332207921001
activated,view,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.ui.explorer",1332207921002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207923327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332207933792
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332207934896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332207939667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332208010117
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332208014146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332208040951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332208072441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332208077871
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332208085953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332208093330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332208111846
error,log,,,"Resource is out of sync with the file system: '/MyManager/admin/sql/install.mysql.utf8.sql'.",1332208129943
activated,view,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.ui.explorer",1332208129945
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332208130359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332208199059
activated,view,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.ui.explorer",1332208210958
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332208220133
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332208220244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332208274121
